Commodity,Date,Unit,Minimum,Maximum,Average
Tomato Small(Local),2022-05-15,KG,70.0,80.0,75.0
Tomato Small(Terai),2022-05-15,KG,80.0,90.0,85.0
Onion Dry (Indian),2022-05-16,KG,32.0,34.0,32.75
Onion Green,2022-05-16,KG,90.0,100.0,96.67
Potato Red,2022-05-16,KG,34.0,36.0,35.0
Potato Red(Indian),2022-05-16,KG,30.0,32.0,31.0
Potato White,2022-05-16,KG,28.0,30.0,29.0
Sweet Potato,2022-05-16,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-16,KG,90.0,100.0,95.0
Tomato Small(Indian),2022-05-16,KG,70.0,80.0,75.0
Tomato Small(Local),2022-05-16,KG,70.0,80.0,75.0
Tomato Small(Terai),2022-05-16,KG,60.0,70.0,65.0
Onion Dry (Indian),2022-05-17,KG,30.0,33.0,31.4
Onion Green,2022-05-17,KG,80.0,90.0,86.67
Potato Red,2022-05-17,KG,34.0,36.0,35.0
Potato Red(Indian),2022-05-17,KG,28.0,30.0,29.0
Potato White,2022-05-17,KG,26.0,28.0,27.0
Sweet Potato,2022-05-17,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-17,KG,100.0,120.0,110.0
Tomato Small(Local),2022-05-17,KG,80.0,95.0,87.0
Onion Dry (Indian),2022-05-18,KG,30.0,33.0,31.6
Onion Green,2022-05-18,KG,80.0,90.0,86.67
Potato Red,2022-05-18,KG,34.0,36.0,35.0
Potato Red(Indian),2022-05-18,KG,28.0,30.0,29.0
Potato White,2022-05-18,KG,26.0,28.0,27.0
Sweet Potato,2022-05-18,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-18,KG,100.0,110.0,106.67
Tomato Big(Nepali),2022-05-18,KG,110.0,120.0,116.67
Tomato Small(Indian),2022-05-18,KG,90.0,100.0,96.67
Tomato Small(Local),2022-05-18,KG,80.0,90.0,86.0
Tomato Small(Terai),2022-05-18,KG,110.0,120.0,116.67
Tomato Small(Tunnel),2022-05-18,KG,90.0,100.0,96.0
Onion Dry (Indian),2022-05-19,KG,30.0,34.0,32.33
Onion Green,2022-05-19,KG,80.0,90.0,85.0
Potato Red,2022-05-19,KG,33.0,35.0,34.0
Potato Red(Indian),2022-05-19,KG,28.0,30.0,29.0
Potato White,2022-05-19,KG,26.0,28.0,27.0
Sweet Potato,2022-05-19,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-19,KG,110.0,120.0,115.0
Tomato Big(Nepali),2022-05-19,KG,110.0,120.0,115.0
Tomato Small(Indian),2022-05-19,KG,100.0,110.0,105.0
Tomato Small(Local),2022-05-19,KG,90.0,100.0,95.0
Tomato Small(Tunnel),2022-05-19,KG,100.0,110.0,105.0
Onion Dry (Indian),2022-05-20,KG,30.0,34.0,32.33
Onion Green,2022-05-20,KG,70.0,80.0,75.0
Potato Red,2022-05-20,KG,33.0,35.0,34.0
Potato Red(Indian),2022-05-20,KG,28.0,30.0,29.0
Potato White,2022-05-20,KG,26.0,28.0,27.0
Sweet Potato,2022-05-20,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-20,KG,110.0,120.0,115.0
Tomato Small(Indian),2022-05-20,KG,100.0,110.0,105.0
Tomato Small(Local),2022-05-20,KG,80.0,90.0,85.0
Tomato Small(Tunnel),2022-05-20,KG,90.0,100.0,95.0
Onion Dry (Indian),2022-05-21,KG,30.0,32.0,31.0
Onion Green,2022-05-21,KG,70.0,80.0,76.67
Potato Red,2022-05-21,KG,32.0,34.0,33.0
Potato Red(Indian),2022-05-21,KG,28.0,30.0,29.33
Potato White,2022-05-21,KG,26.0,28.0,27.0
Sweet Potato,2022-05-21,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-21,KG,110.0,120.0,116.67
Tomato Big(Nepali),2022-05-21,KG,110.0,120.0,115.0
Tomato Small(Indian),2022-05-21,KG,100.0,110.0,106.67
Tomato Small(Local),2022-05-21,KG,70.0,80.0,76.0
Tomato Small(Terai),2022-05-21,KG,60.0,70.0,65.0
Tomato Small(Tunnel),2022-05-21,KG,80.0,90.0,86.0
Onion Dry (Indian),2022-05-22,KG,30.0,33.0,31.4
Onion Green,2022-05-22,KG,80.0,90.0,86.67
Potato Red,2022-05-22,KG,30.0,35.0,32.5
Potato Red(Indian),2022-05-22,KG,28.0,30.0,29.33
Potato White,2022-05-22,KG,26.0,28.0,27.0
Sweet Potato,2022-05-22,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-22,KG,100.0,110.0,105.0
Tomato Big(Nepali),2022-05-22,KG,90.0,100.0,95.0
Tomato Small(Local),2022-05-22,KG,80.0,90.0,85.0
Tomato Small(Tunnel),2022-05-22,KG,90.0,100.0,95.0
Onion Dry (Indian),2022-05-23,KG,30.0,33.0,31.4
Onion Green,2022-05-23,KG,70.0,80.0,76.67
Potato Red,2022-05-23,KG,32.0,34.0,33.0
Potato Red(Indian),2022-05-23,KG,30.0,32.0,31.0
Potato White,2022-05-23,KG,26.0,27.0,26.5
Sweet Potato,2022-05-23,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-05-23,KG,120.0,130.0,125.0
Tomato Big(Nepali),2022-05-23,KG,120.0,130.0,125.0
Tomato Small(Indian),2022-05-23,KG,100.0,110.0,106.67
Tomato Small(Local),2022-05-23,KG,80.0,90.0,85.0
Tomato Small(Terai),2022-05-23,KG,70.0,80.0,76.67
Tomato Small(Tunnel),2022-05-23,KG,110.0,120.0,115.0
Onion Dry (Indian),2022-05-24,KG,30.0,32.0,31.0
Onion Green,2022-05-24,KG,80.0,90.0,86.67
Potato Red,2022-05-24,KG,32.0,34.0,33.0
Potato Red(Indian),2022-05-24,KG,30.0,32.0,31.33
Potato White,2022-05-24,KG,25.0,26.0,25.5
Sweet Potato,2022-05-24,KG,70.0,80.0,76.67
Tomato Big(Indian),2022-05-24,KG,100.0,120.0,110.0
Tomato Big(Nepali),2022-05-24,KG,110.0,120.0,115.0
Tomato Small(Indian),2022-05-24,KG,90.0,100.0,95.0
Tomato Small(Local),2022-05-24,KG,70.0,80.0,75.0
Tomato Small(Terai),2022-05-24,KG,70.0,80.0,76.67
Tomato Small(Tunnel),2022-05-24,KG,90.0,100.0,95.0
Onion Dry (Indian),2022-05-25,KG,30.0,32.0,31.0
Onion Green,2022-05-25,KG,80.0,90.0,85.0
Potato Red,2022-05-25,KG,30.0,32.0,31.0
Potato Red(Indian),2022-05-25,KG,30.0,32.0,31.0
Potato White,2022-05-25,KG,25.0,26.0,25.5
Tomato Big(Indian),2022-05-25,KG,100.0,110.0,105.0
Tomato Big(Nepali),2022-05-25,KG,100.0,110.0,105.0
Tomato Small(Indian),2022-05-25,KG,60.0,70.0,65.0
Tomato Small(Local),2022-05-25,KG,60.0,70.0,65.0
Tomato Small(Terai),2022-05-25,KG,60.0,70.0,65.0
Tomato Small(Tunnel),2022-05-25,KG,75.0,85.0,80.0
Onion Dry (Indian),2022-05-26,KG,32.0,35.0,33.33
Onion Green,2022-05-26,KG,70.0,80.0,75.0
Potato Red,2022-05-26,KG,30.0,35.0,32.67
Potato Red(Indian),2022-05-26,KG,30.0,32.0,31.0
Potato White,2022-05-26,KG,25.0,27.0,26.0
Tomato Big(Indian),2022-05-26,KG,100.0,110.0,105.0
Tomato Small(Indian),2022-05-26,KG,60.0,70.0,65.0
Tomato Small(Local),2022-05-26,KG,60.0,70.0,65.0
Tomato Small(Tunnel),2022-05-26,KG,70.0,80.0,75.0
Onion Dry (Indian),2022-05-27,KG,32.0,35.0,33.33
Onion Green,2022-05-27,KG,70.0,80.0,75.0
Potato Red,2022-05-27,KG,30.0,35.0,32.67
Potato Red(Indian),2022-05-27,KG,30.0,32.0,31.0
Potato White,2022-05-27,KG,25.0,27.0,26.0
Tomato Big(Indian),2022-05-27,KG,100.0,110.0,105.0
Tomato Small(Indian),2022-05-27,KG,60.0,70.0,65.0
Tomato Small(Local),2022-05-27,KG,60.0,70.0,65.0
Tomato Small(Tunnel),2022-05-27,KG,70.0,80.0,75.0
Onion Dry (Indian),2022-05-28,KG,32.0,33.0,32.5
Onion Green,2022-05-28,KG,70.0,80.0,75.0
Potato Red,2022-05-28,KG,30.0,32.0,31.0
Potato Red(Indian),2022-05-28,KG,32.0,34.0,33.33
Potato White,2022-05-28,KG,25.0,26.0,25.5
Tomato Big(Indian),2022-05-28,KG,110.0,120.0,116.67
Tomato Big(Nepali),2022-05-28,KG,110.0,120.0,116.67
Tomato Small(Indian),2022-05-28,KG,60.0,70.0,66.67
Tomato Small(Local),2022-05-28,KG,50.0,60.0,55.0
Tomato Small(Terai),2022-05-28,KG,60.0,70.0,66.67
Tomato Small(Tunnel),2022-05-28,KG,70.0,80.0,75.0
Onion Dry (Indian),2022-05-29,KG,30.0,32.0,31.0
Onion Green,2022-05-29,KG,90.0,100.0,95.0
Potato Red,2022-05-29,KG,32.0,34.0,33.0
Potato Red(Indian),2022-05-29,KG,32.0,34.0,33.0
Potato White,2022-05-29,KG,25.0,26.0,25.5
Tomato Big(Indian),2022-05-29,KG,120.0,130.0,125.0
Tomato Big(Nepali),2022-05-29,KG,120.0,130.0,125.0
Tomato Small(Local),2022-05-29,KG,70.0,80.0,74.0
Tomato Small(Tunnel),2022-05-29,KG,95.0,105.0,100.0
Onion Dry (Indian),2022-05-30,KG,30.0,33.0,31.25
Onion Green,2022-05-30,KG,80.0,90.0,86.67
Potato Red,2022-05-30,KG,32.0,35.0,33.5
Potato Red(Indian),2022-05-30,KG,30.0,32.0,31.0
Potato White,2022-05-30,KG,24.0,25.0,24.5
Tomato Big(Indian),2022-05-30,KG,130.0,140.0,135.0
Tomato Big(Nepali),2022-05-30,KG,110.0,120.0,115.0
Tomato Small(Indian),2022-05-30,KG,80.0,90.0,85.0
Tomato Small(Local),2022-05-30,KG,80.0,90.0,85.0
Tomato Small(Tunnel),2022-05-30,KG,100.0,110.0,105.0
Onion Dry (Indian),2022-05-31,KG,33.0,35.0,34.0
Onion Green,2022-05-31,KG,70.0,80.0,75.0
Potato Red,2022-05-31,KG,34.0,36.0,35.0
Potato Red(Indian),2022-05-31,KG,32.0,34.0,33.0
Potato Red(Mude),2022-05-31,KG,32.0,34.0,33.0
Potato White,2022-05-31,KG,24.0,25.0,24.5
Tomato Big(Indian),2022-05-31,KG,110.0,120.0,115.0
Tomato Big(Nepali),2022-05-31,KG,130.0,150.0,140.0
Tomato Small(Indian),2022-05-31,KG,70.0,80.0,75.0
Tomato Small(Local),2022-05-31,KG,65.0,80.0,73.0
Tomato Small(Tunnel),2022-05-31,KG,90.0,100.0,96.0
Onion Dry (Indian),2022-06-01,KG,34.0,35.0,34.5
Onion Green,2022-06-01,KG,80.0,90.0,86.67
Potato Red,2022-06-01,KG,34.0,36.0,35.0
Potato Red(Indian),2022-06-01,KG,33.0,35.0,34.0
Potato Red(Mude),2022-06-01,KG,33.0,35.0,34.33
Potato White,2022-06-01,KG,25.0,26.0,25.5
Tomato Big(Indian),2022-06-01,KG,120.0,130.0,125.0
Tomato Big(Nepali),2022-06-01,KG,140.0,160.0,150.0
Tomato Small(Indian),2022-06-01,KG,70.0,80.0,75.0
Tomato Small(Local),2022-06-01,KG,70.0,80.0,75.0
Tomato Small(Terai),2022-06-01,KG,70.0,80.0,75.0
Tomato Small(Tunnel),2022-06-01,KG,85.0,95.0,90.0
Onion Dry (Indian),2022-06-02,KG,34.0,36.0,35.0
Onion Green,2022-06-02,KG,80.0,90.0,85.0
Potato Red,2022-06-02,KG,34.0,36.0,35.0
Potato Red(Indian),2022-06-02,KG,33.0,35.0,34.0
Potato Red(Mude),2022-06-02,KG,33.0,35.0,34.0
Potato White,2022-06-02,KG,25.0,27.0,26.0
Tomato Big(Indian),2022-06-02,KG,120.0,130.0,125.0
Tomato Small(Indian),2022-06-02,KG,70.0,80.0,75.0
Tomato Small(Local),2022-06-02,KG,65.0,70.0,67.67
Tomato Small(Tunnel),2022-06-02,KG,75.0,85.0,80.0
Onion Dry (Indian),2022-06-03,KG,34.0,36.0,35.0
Onion Green,2022-06-03,KG,60.0,70.0,65.0
Potato Red,2022-06-03,KG,34.0,36.0,35.0
Potato Red(Indian),2022-06-03,KG,33.0,35.0,34.0
Potato Red(Mude),2022-06-03,KG,33.0,35.0,34.0
Potato White,2022-06-03,KG,26.0,28.0,27.0
Tomato Big(Indian),2022-06-03,KG,100.0,110.0,105.0
Tomato Small(Indian),2022-06-03,KG,60.0,70.0,65.0
Tomato Small(Local),2022-06-03,KG,60.0,70.0,65.0
Tomato Small(Tunnel),2022-06-03,KG,75.0,85.0,80.0
Onion Dry (Indian),2022-06-04,KG,34.0,35.0,34.5
Onion Green,2022-06-04,KG,80.0,90.0,86.67
Potato Red,2022-06-04,KG,35.0,38.0,36.5
Potato Red(Indian),2022-06-04,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-04,KG,33.0,35.0,34.0
Potato White,2022-06-04,KG,28.0,30.0,29.0
Sweet Potato,2022-06-04,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-04,KG,100.0,110.0,105.0
Tomato Small(Local),2022-06-04,KG,50.0,60.0,55.0
Tomato Small(Tunnel),2022-06-04,KG,70.0,80.0,75.0
Onion Dry (Indian),2022-06-05,KG,32.0,34.0,33.0
Onion Green,2022-06-05,KG,80.0,90.0,86.67
Potato Red,2022-06-05,KG,35.0,40.0,37.5
Potato Red(Indian),2022-06-05,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-05,KG,34.0,35.0,34.5
Potato White,2022-06-05,KG,28.0,30.0,29.0
Sweet Potato,2022-06-05,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-05,KG,90.0,100.0,95.0
Tomato Small(Indian),2022-06-05,KG,60.0,70.0,65.0
Tomato Small(Local),2022-06-05,KG,55.0,65.0,60.0
Tomato Small(Tunnel),2022-06-05,KG,65.0,75.0,70.0
Onion Dry (Indian),2022-06-06,KG,32.0,34.0,33.0
Onion Green,2022-06-06,KG,80.0,90.0,86.67
Potato Red,2022-06-06,KG,35.0,40.0,38.2
Potato Red(Indian),2022-06-06,KG,32.0,34.0,33.33
Potato Red(Mude),2022-06-06,KG,33.0,35.0,34.0
Potato White,2022-06-06,KG,28.0,30.0,29.0
Sweet Potato,2022-06-06,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-06,KG,90.0,100.0,94.0
Tomato Small(Local),2022-06-06,KG,40.0,50.0,45.0
Tomato Small(Tunnel),2022-06-06,KG,65.0,75.0,69.0
Onion Dry (Indian),2022-06-07,KG,33.0,35.0,34.0
Onion Green,2022-06-07,KG,80.0,90.0,86.67
Potato Red,2022-06-07,KG,40.0,42.0,41.0
Potato Red(Indian),2022-06-07,KG,33.0,35.0,34.33
Potato Red(Mude),2022-06-07,KG,34.0,36.0,35.0
Potato White,2022-06-07,KG,28.0,30.0,29.0
Sweet Potato,2022-06-07,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-07,KG,100.0,110.0,105.0
Tomato Small(Local),2022-06-07,KG,45.0,55.0,50.0
Tomato Small(Terai),2022-06-07,KG,45.0,55.0,50.0
Tomato Small(Tunnel),2022-06-07,KG,60.0,70.0,65.0
Onion Dry (Indian),2022-06-08,KG,34.0,35.0,34.67
Onion Green,2022-06-08,KG,80.0,90.0,85.0
Potato Red,2022-06-08,KG,40.0,42.0,41.0
Potato Red(Indian),2022-06-08,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-08,KG,34.0,35.0,34.67
Potato White,2022-06-08,KG,28.0,30.0,29.0
Sweet Potato,2022-06-08,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-08,KG,70.0,80.0,75.0
Tomato Small(Local),2022-06-08,KG,40.0,50.0,45.0
Tomato Small(Terai),2022-06-08,KG,40.0,50.0,45.0
Tomato Small(Tunnel),2022-06-08,KG,55.0,65.0,60.0
Onion Dry (Indian),2022-06-09,KG,34.0,36.0,35.0
Onion Green,2022-06-09,KG,80.0,90.0,85.0
Potato Red,2022-06-09,KG,40.0,42.0,41.0
Potato Red(Indian),2022-06-09,KG,38.0,40.0,39.0
Potato Red(Mude),2022-06-09,KG,35.0,40.0,37.33
Potato White,2022-06-09,KG,30.0,35.0,32.67
Sweet Potato,2022-06-09,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-09,KG,70.0,80.0,75.0
Tomato Small(Indian),2022-06-09,KG,40.0,50.0,45.0
Tomato Small(Local),2022-06-09,KG,40.0,50.0,45.0
Tomato Small(Tunnel),2022-06-09,KG,50.0,60.0,55.0
Onion Dry (Indian),2022-06-10,KG,34.0,36.0,35.0
Onion Green,2022-06-10,KG,80.0,90.0,85.0
Potato Red,2022-06-10,KG,40.0,45.0,42.33
Potato Red(Indian),2022-06-10,KG,35.0,40.0,37.67
Potato Red(Mude),2022-06-10,KG,35.0,40.0,37.67
Potato White,2022-06-10,KG,30.0,35.0,32.67
Sweet Potato,2022-06-10,KG,60.0,70.0,65.0
Tomato Big(Indian),2022-06-10,KG,70.0,80.0,75.0
Tomato Small(Indian),2022-06-10,KG,30.0,40.0,35.0
Tomato Small(Local),2022-06-10,KG,30.0,40.0,35.0
Tomato Small(Tunnel),2022-06-10,KG,40.0,50.0,45.0
Onion Dry (Indian),2022-06-11,KG,33.0,35.0,34.0
Onion Green,2022-06-11,KG,70.0,80.0,75.0
Potato Red,2022-06-11,KG,41.0,43.0,42.0
Potato Red(Indian),2022-06-11,KG,34.0,36.0,34.8
Potato Red(Mude),2022-06-11,KG,35.0,38.0,36.5
Potato White,2022-06-11,KG,30.0,32.0,31.0
Sweet Potato,2022-06-11,KG,70.0,80.0,76.67
Tomato Big(Indian),2022-06-11,KG,70.0,80.0,75.0
Tomato Small(Local),2022-06-11,KG,25.0,35.0,30.0
Tomato Small(Tunnel),2022-06-11,KG,40.0,50.0,45.0
Onion Dry (Indian),2022-06-12,KG,35.0,37.0,35.8
Onion Green,2022-06-12,KG,80.0,90.0,86.67
Potato Red,2022-06-12,KG,40.0,45.0,42.5
Potato Red(Indian),2022-06-12,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-12,KG,36.0,38.0,37.0
Potato White,2022-06-12,KG,30.0,32.0,31.33
Sweet Potato,2022-06-12,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-12,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-12,KG,30.0,40.0,35.0
Tomato Small(Tunnel),2022-06-12,KG,40.0,50.0,46.0
Onion Dry (Indian),2022-06-13,KG,35.0,38.0,36.4
Onion Green,2022-06-13,KG,70.0,80.0,76.67
Potato Red,2022-06-13,KG,42.0,45.0,43.8
Potato Red(Indian),2022-06-13,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-13,KG,36.0,38.0,37.0
Potato White,2022-06-13,KG,30.0,32.0,31.33
Sweet Potato,2022-06-13,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-13,KG,90.0,100.0,95.0
Tomato Small(Local),2022-06-13,KG,30.0,36.0,33.2
Tomato Small(Tunnel),2022-06-13,KG,38.0,48.0,42.0
Onion Dry (Indian),2022-06-14,KG,36.0,38.0,37.2
Onion Green,2022-06-14,KG,90.0,100.0,96.67
Potato Red,2022-06-14,KG,42.0,45.0,43.5
Potato Red(Indian),2022-06-14,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-14,KG,38.0,40.0,39.0
Potato White,2022-06-14,KG,35.0,36.0,35.67
Sweet Potato,2022-06-14,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-14,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-14,KG,25.0,32.0,29.0
Tomato Small(Tunnel),2022-06-14,KG,38.0,48.0,43.6
Onion Dry (Indian),2022-06-15,KG,38.0,40.0,39.0
Onion Green,2022-06-15,KG,80.0,90.0,86.67
Potato Red,2022-06-15,KG,44.0,46.0,44.8
Potato Red(Indian),2022-06-15,KG,34.0,35.0,34.67
Potato Red(Mude),2022-06-15,KG,36.0,38.0,37.0
Potato White,2022-06-15,KG,36.0,38.0,37.0
Sweet Potato,2022-06-15,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-15,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-15,KG,22.0,30.0,25.8
Tomato Small(Tunnel),2022-06-15,KG,35.0,45.0,40.0
Onion Dry (Indian),2022-06-16,KG,38.0,40.0,39.0
Onion Green,2022-06-16,KG,100.0,120.0,110.0
Potato Red,2022-06-16,KG,42.0,45.0,43.5
Potato Red(Indian),2022-06-16,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-16,KG,36.0,38.0,37.0
Potato White,2022-06-16,KG,34.0,35.0,34.5
Sweet Potato,2022-06-16,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-16,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-16,KG,25.0,35.0,30.0
Tomato Small(Tunnel),2022-06-16,KG,35.0,45.0,41.0
Onion Dry (Indian),2022-06-17,KG,38.0,40.0,39.33
Onion Green,2022-06-17,KG,120.0,150.0,135.0
Potato Red,2022-06-17,KG,42.0,45.0,43.5
Potato Red(Indian),2022-06-17,KG,34.0,35.0,34.33
Potato Red(Mude),2022-06-17,KG,36.0,38.0,37.33
Potato White,2022-06-17,KG,32.0,35.0,34.0
Tomato Big(Indian),2022-06-17,KG,80.0,90.0,86.67
Tomato Small(Local),2022-06-17,KG,25.0,32.0,28.4
Tomato Small(Tunnel),2022-06-17,KG,32.0,40.0,38.0
Onion Dry (Indian),2022-06-18,KG,38.0,40.0,39.0
Onion Green,2022-06-18,KG,120.0,150.0,135.0
Potato Red,2022-06-18,KG,42.0,45.0,43.5
Potato Red(Indian),2022-06-18,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-18,KG,38.0,40.0,39.0
Potato White,2022-06-18,KG,34.0,35.0,34.5
Sweet Potato,2022-06-18,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-18,KG,80.0,100.0,90.0
Tomato Small(Local),2022-06-18,KG,20.0,30.0,25.0
Tomato Small(Tunnel),2022-06-18,KG,32.0,40.0,37.6
Onion Dry (Indian),2022-06-19,KG,38.0,40.0,39.0
Onion Green,2022-06-19,KG,140.0,150.0,145.0
Potato Red,2022-06-19,KG,42.0,45.0,43.33
Potato Red(Indian),2022-06-19,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-19,KG,38.0,40.0,39.0
Potato White,2022-06-19,KG,34.0,36.0,35.0
Sweet Potato,2022-06-19,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-19,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-19,KG,20.0,30.0,25.0
Tomato Small(Tunnel),2022-06-19,KG,28.0,36.0,33.0
Onion Dry (Indian),2022-06-20,KG,38.0,40.0,39.2
Onion Green,2022-06-20,KG,150.0,200.0,183.33
Potato Red,2022-06-20,KG,44.0,46.0,44.8
Potato Red(Indian),2022-06-20,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-20,KG,37.0,38.0,37.67
Potato White,2022-06-20,KG,34.0,35.0,34.67
Sweet Potato,2022-06-20,KG,70.0,80.0,75.0
Tomato Big(Indian),2022-06-20,KG,100.0,120.0,110.0
Tomato Big(Nepali),2022-06-20,KG,90.0,100.0,95.0
Tomato Small(Local),2022-06-20,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-06-20,KG,30.0,36.0,33.6
Onion Dry (Indian),2022-06-21,KG,39.0,41.0,40.0
Onion Green,2022-06-21,KG,150.0,180.0,170.0
Potato Red,2022-06-21,KG,45.0,48.0,46.33
Potato Red(Indian),2022-06-21,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-21,KG,37.0,38.0,37.67
Potato White,2022-06-21,KG,35.0,36.0,35.67
Tomato Big(Indian),2022-06-21,KG,100.0,120.0,110.0
Tomato Big(Nepali),2022-06-21,KG,80.0,90.0,86.67
Tomato Small(Local),2022-06-21,KG,20.0,26.0,23.2
Tomato Small(Tunnel),2022-06-21,KG,30.0,36.0,34.4
Onion Dry (Indian),2022-06-22,KG,38.0,40.0,39.0
Onion Green,2022-06-22,KG,150.0,200.0,175.0
Potato Red,2022-06-22,KG,45.0,47.0,46.0
Potato Red(Indian),2022-06-22,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-22,KG,36.0,38.0,37.0
Potato White,2022-06-22,KG,35.0,36.0,35.67
Tomato Big(Indian),2022-06-22,KG,90.0,100.0,96.67
Tomato Small(Local),2022-06-22,KG,22.0,28.0,24.8
Tomato Small(Tunnel),2022-06-22,KG,32.0,38.0,35.2
Onion Dry (Indian),2022-06-23,KG,38.0,40.0,39.0
Onion Green,2022-06-23,KG,180.0,200.0,193.33
Potato Red,2022-06-23,KG,46.0,48.0,47.0
Potato Red(Indian),2022-06-23,KG,34.0,35.0,34.5
Potato Red(Mude),2022-06-23,KG,36.0,38.0,37.0
Potato White,2022-06-23,KG,35.0,36.0,35.5
Tomato Big(Indian),2022-06-23,KG,90.0,100.0,96.67
Tomato Small(Local),2022-06-23,KG,24.0,28.0,26.0
Tomato Small(Tunnel),2022-06-23,KG,34.0,40.0,38.4
Onion Dry (Indian),2022-06-24,KG,38.0,40.0,39.0
Onion Green,2022-06-24,KG,200.0,250.0,225.0
Potato Red,2022-06-24,KG,46.0,48.0,47.0
Potato Red(Indian),2022-06-24,KG,34.0,36.0,35.0
Potato Red(Mude),2022-06-24,KG,36.0,38.0,37.0
Potato White,2022-06-24,KG,35.0,36.0,35.67
Tomato Big(Indian),2022-06-24,KG,90.0,100.0,96.67
Tomato Small(Local),2022-06-24,KG,24.0,30.0,26.8
Tomato Small(Tunnel),2022-06-24,KG,35.0,42.0,39.0
Onion Dry (Indian),2022-06-25,KG,38.0,40.0,39.0
Onion Green,2022-06-25,KG,220.0,250.0,235.0
Potato Red,2022-06-25,KG,45.0,48.0,46.8
Potato Red(Indian),2022-06-25,KG,35.0,37.0,36.0
Potato Red(Mude),2022-06-25,KG,36.0,38.0,37.0
Potato White,2022-06-25,KG,34.0,36.0,35.0
Tomato Big(Indian),2022-06-25,KG,90.0,100.0,95.0
Tomato Small(Local),2022-06-25,KG,25.0,32.0,29.0
Tomato Small(Tunnel),2022-06-25,KG,35.0,42.0,39.8
Onion Dry (Indian),2022-06-26,KG,39.0,40.0,39.5
Onion Green,2022-06-26,KG,220.0,250.0,233.33
Potato Red,2022-06-26,KG,45.0,46.0,45.33
Potato Red(Indian),2022-06-26,KG,35.0,37.0,36.0
Potato Red(Mude),2022-06-26,KG,36.0,38.0,37.0
Potato White,2022-06-26,KG,34.0,36.0,35.0
Tomato Big(Indian),2022-06-26,KG,90.0,100.0,95.0
Tomato Small(Local),2022-06-26,KG,30.0,40.0,35.0
Tomato Small(Tunnel),2022-06-26,KG,38.0,43.0,40.33
Onion Dry (Indian),2022-06-27,KG,38.0,40.0,39.0
Onion Green,2022-06-27,KG,200.0,220.0,213.33
Potato Red,2022-06-27,KG,45.0,48.0,46.8
Potato Red(Indian),2022-06-27,KG,35.0,36.0,35.5
Potato Red(Mude),2022-06-27,KG,36.0,38.0,37.0
Potato White,2022-06-27,KG,35.0,36.0,35.5
Sweet Potato,2022-06-27,KG,70.0,80.0,76.67
Tomato Big(Indian),2022-06-27,KG,110.0,120.0,115.0
Tomato Big(Nepali),2022-06-27,KG,80.0,90.0,85.0
Tomato Small(Local),2022-06-27,KG,35.0,40.0,38.0
Tomato Small(Tunnel),2022-06-27,KG,43.0,48.0,46.0
Onion Dry (Indian),2022-06-28,KG,38.0,40.0,39.0
Onion Green,2022-06-28,KG,200.0,220.0,210.0
Potato Red,2022-06-28,KG,45.0,48.0,46.5
Potato Red(Indian),2022-06-28,KG,35.0,36.0,35.67
Potato Red(Mude),2022-06-28,KG,38.0,40.0,39.33
